weekly_zscore.latitude,weekly_zscore.longitude,weekly_zscore.freq,weekly_zscore.residual,weekly_zscore.zscore
40.78009999999961,-73.97348333333301,21.0,-100.42852822536071,7.304210517759386
40.713499999999755,-74.01408333333316,54.0,-84.25586002718728,7.27951085260741
40.76089999999965,-73.9609166666663,178.0,-190.21531879724415,7.164471086961319
40.76089999999965,-73.97154999999967,54.0,-286.7912801241928,7.116035411373219
40.76269999999964,-73.96768333333299,320.0,-540.2377629383479,7.097239360272229
40.721299999999744,-74.01021666666648,81.0,-290.0165067066084,7.096287843782149
40.777099999999606,-73.97928333333303,454.0,159.17769479036997,7.082477549697185
40.760299999999646,-73.97154999999967,87.0,-315.76893068546684,7.0556682696199875
40.7806999999996,-73.97831666666636,62.0,32.19737806260008,7.031709003705382
40.751899999999665,-73.98604999999972,130.0,-202.2044019734085,7.028863681221541
40.72549999999973,-73.9966833333331,270.0,-320.1826242593173,7.022919700194731
40.76209999999965,-73.97831666666636,284.0,-294.666789823236,6.973166575308664
40.746499999999685,-73.90291666666607,16.0,9.941350908998444,6.966004541404366
40.73089999999972,-73.95124999999959,8.0,-14.612123703121473,6.94881185447708
40.75009999999968,-73.99088333333307,1014.0,-774.5666966420495,6.945831567737217
40.76089999999965,-73.9802499999997,128.0,-247.10976108340475,6.927153782889535
40.76209999999965,-73.96768333333299,104.0,-183.3659711497748,6.919456339088222
40.75069999999967,-73.99088333333307,877.0,-697.5976668431988,6.843081771379583
40.771699999999626,-73.95898333333295,224.0,-224.72486123946297,6.835789126427548
40.760299999999646,-73.9609166666663,91.0,-100.10908875625634,6.767683484113414
40.760299999999646,-73.9802499999997,235.0,-287.02727451458054,6.724153104573825
40.781899999999595,-73.97154999999967,159.0,-179.7429822635783,6.698514726355422
40.76269999999964,-73.96961666666633,95.0,-289.5357101773474,6.6738443473875515
40.759699999999654,-73.97251666666634,92.0,-277.14185021766673,6.6508467920841134
40.75009999999968,-73.99474999999975,2691.0,643.1183200984567,6.646183099826665
40.76089999999965,-73.97928333333303,86.0,-170.6893783830638,6.6275819076842275
40.763299999999646,-73.96768333333299,156.0,-244.1129719741065,6.605113422936306
40.74949999999967,-73.99088333333307,310.0,-197.84561504243817,6.558509234654357
40.7392999999997,-73.99088333333307,94.0,-203.72554396445653,6.551752489668674
40.765099999999634,-73.95511666666627,102.0,-226.59290127037826,6.551249647740209
40.75729999999966,-73.98218333333304,152.0,-234.28710791903148,6.524397693726045
40.73989999999969,-73.99088333333307,105.0,-216.3656511248525,6.519024287680778
40.74529999999969,-73.90388333333274,56.0,26.32408791084719,6.505647016900159
40.72069999999974,-74.01021666666648,72.0,-358.7288554775587,6.502928547792722
40.76209999999965,-73.96574999999964,245.0,-306.5781475753025,6.491028878405922
40.71469999999975,-73.9995833333331,65.0,43.672600579929934,6.487368245781624
40.76209999999965,-73.96864999999966,181.0,-298.0326664928898,6.4542701377269625
40.77889999999961,-73.97348333333301,12.0,-47.84913878302681,6.449649921719291
40.76269999999964,-73.97831666666636,253.0,-278.39302180929803,6.41379774489472
40.76989999999962,-73.86328333333259,187.0,-505.70265952987256,6.395567331952701
40.7824999999996,-73.97154999999967,161.0,-133.80378489339637,6.3637352300041305
40.7404999999997,-73.99474999999975,114.0,-233.34117417419063,6.358444716083071
40.73989999999969,-73.99474999999975,153.0,-353.386339653788,6.353635252196922
40.74229999999969,-73.98894999999973,70.0,-134.14042470173638,6.35031024556445
40.75429999999966,-73.97541666666635,40.0,-119.07880249955764,6.333690675904439
40.756699999999654,-73.98314999999971,147.0,-237.27482592074304,6.32395207679555
40.77469999999961,-73.99088333333307,64.0,-35.90616374338505,6.305012273881044
40.75549999999966,-73.98314999999971,120.0,-193.57138015231607,6.274470460785359
40.76389999999964,-73.97734999999969,208.0,-193.10023012833747,6.2347246827816685
40.79449999999957,-73.96574999999964,37.0,-37.66518952002973,6.2333219989408954
40.76149999999964,-73.96864999999966,176.0,-281.81315129882586,6.227537687792503
40.76569999999964,-73.95511666666627,196.0,-248.65268972222015,6.219807192874652
40.75789999999965,-73.97638333333302,69.0,-122.78050373329766,6.218279769289752
40.754899999999665,-73.98411666666638,226.0,-328.0177424916624,6.213848068335837
