weekly_zscore.latitude,weekly_zscore.longitude,weekly_zscore.freq,weekly_zscore.residual,weekly_zscore.zscore
40.77229999999962,-73.97734999999969,171.0,98.2508645023219,39.27198449210678
40.77289999999962,-73.97734999999969,84.0,52.977782831486124,16.50918861580658
40.77049999999963,-73.92031666666614,60.0,41.866612013105495,15.548418645388113
40.78549999999959,-73.98411666666638,75.0,52.72454425819398,14.62398298376107
40.80589999999954,-73.95028333333292,54.0,34.17244379417312,11.592207756515231
40.74949999999967,-73.95511666666627,25.0,20.343485907897787,11.453902895845793
40.78009999999961,-73.97734999999969,380.0,165.23403824138322,11.245541908391946
40.75549999999966,-74.00344999999979,97.0,20.555583485459266,10.737019893881566
40.75009999999968,-73.99378333333308,187.0,-249.2599343523529,10.054662481660937
40.77889999999961,-73.97831666666636,235.0,104.49434200242335,10.043411669311569
40.71229999999976,-74.01408333333316,96.0,-47.21502380937382,9.81555090041807
40.74949999999967,-73.99571666666642,819.0,329.67085109315167,9.544893826617118
40.77109999999962,-73.8661833333326,228.0,-312.8527803054365,9.350014005317751
40.77049999999963,-73.8661833333326,78.0,-127.83760378346527,9.244282229332942
40.80529999999955,-73.93964999999955,480.0,204.08690066736943,9.003980712417759
40.79749999999956,-73.93288333333285,13.0,8.921606434288936,8.808284564365893
40.80469999999954,-73.93868333333288,411.0,168.19467071237102,8.800212119736932
40.7794999999996,-73.97348333333301,59.0,-215.95235243110875,8.577909792040783
40.71409999999976,-74.01408333333316,100.0,-295.4376156812168,8.53592729004001
40.74769999999968,-73.92514999999949,14.0,9.802643236352134,8.508503787803418
40.80529999999955,-73.93868333333288,272.0,115.40499498126252,8.472151008907373
40.75369999999967,-73.90388333333274,28.0,17.98854446157781,8.438805851329397
40.76929999999963,-73.90774999999942,1.0,-10.43589099732798,8.43065517571729
40.76149999999964,-73.96671666666631,167.0,-324.9259936163363,8.343383044666838
40.76629999999963,-73.99571666666642,47.0,24.20073849991538,8.268658506726291
40.776499999999615,-73.9802499999997,109.0,57.500324106705605,8.251330993872061
40.746499999999685,-73.89034999999936,35.0,20.974542814987586,8.24006408360497
40.754899999999665,-73.97541666666635,65.0,-307.1097966735055,8.195662368222877
40.768099999999635,-73.98218333333304,434.0,-525.1015581779262,8.139800189223765
40.76269999999964,-73.96864999999966,61.0,-204.24922149098848,7.84690164641197
40.71529999999976,-74.01408333333316,65.0,-209.34642068314503,7.798470811143792
40.75909999999965,-73.970583333333,116.0,-254.85336303536315,7.7398050247539745
40.75549999999966,-73.97541666666635,106.0,-446.18702086339806,7.737899221821806
40.75789999999965,-73.97348333333301,98.0,-258.5963159661805,7.736949828245008
40.72429999999973,-73.97734999999969,29.0,18.011996717401352,7.7136423597085875
40.74469999999968,-73.95801666666628,27.0,17.72311245662065,7.705264478982125
40.71529999999976,-74.01311666666649,68.0,-159.69142938055495,7.668149463740514
40.75009999999968,-73.99184999999974,1119.0,-1153.9395587085698,7.641038737098856
40.75849999999966,-73.82944999999913,16.0,9.497261441898457,7.585058385353947
40.75549999999966,-74.00248333333312,190.0,-55.07609414903314,7.566807074108396
40.74769999999968,-73.882616666666,24.0,14.090335786009193,7.553327523663832
40.76449999999964,-73.970583333333,169.0,-314.10576600675876,7.521509894205219
40.75909999999965,-73.97251666666634,73.0,-413.3083989267435,7.482462848643019
40.773499999999615,-73.99088333333307,12.0,9.034782819548118,7.354484081154638
40.71469999999975,-74.01408333333316,24.0,-249.6886470022141,7.341666747284601
40.76209999999965,-73.96671666666631,100.0,-175.53441261849554,7.3094938837485826
